[0.57s -> 2.84s]  How are you doing?
[17343.10s -> 17346.15s]  It's gonna be unbelievable
[17346.15s -> 17348.15s]  Oh, it's gonna be unbelievable
[17350.22s -> 17356.57s]  What do I do? What do I do? What do I do? What do I do? Oh my god, it's gonna be unbelievable
[17358.62s -> 17374.68s]  Um, and then we're gonna get an L and drop it in there. Watch this shit
[17375.48s -> 17378.52s]  This is oh my god. Oh my god. Oh my god
[17379.50s -> 17381.50s]  Oh my god, relax
[17383.44s -> 17385.44s]  Children play this game
[17385.44s -> 17389.98s]  Oh shit, I blew it. Oh
[17390.46s -> 17394.11s]  My god
[17394.11s -> 17396.11s]  We're doing we're doing that tomorrow
[17405.20s -> 17410.64s]  People had did question marks. Okay, that's fine. If you have no idea what i'm talking about. That's fine. We'll see you tomorrow
[17422.01s -> 17426.01s]  Yeah, the burger king whopper eat video
[17427.90s -> 17431.26s]  Remember well, even if you don't remember it doesn't matter. That's what we're doing tomorrow
[17436.80s -> 17442.40s]  Every time I take a bite. I have to do the thing. You'll just you'll see you'll see you'll see i'll see you tomorrow
[17442.72s -> 17455.05s]  I don't know what to do with this
[17455.05s -> 17457.05s]  Shit, I need a long stick
[17459.32s -> 17462.59s]  I need a long stick, please
[17462.67s -> 17464.67s]  I need a long stick, please
[17464.99s -> 17466.75s]  There it is
[17466.75s -> 17470.44s]  finally
[17470.44s -> 17473.90s]  Took you long enough
[17473.90s -> 17475.34s]  idiot
[17475.34s -> 17476.38s]  idiot
[17476.38s -> 17491.44s]  All right, so is pikachu playing or is pikachu watching me play? Which one is it? Oh
[17492.00s -> 17496.09s]  I'm so upset about that. I'm moving. All right. So now what we're doing now
[17496.33s -> 17501.39s]  I have a question for you guys. Do you guys want to see this again?
[17502.28s -> 17505.96s]  I feel like there's still like two or three hundred we have not seen you guys want to see this again
[17506.36s -> 17513.79s]  I think we could tap back into this for fun. There's uh, there's a lot more to do
[17514.27s -> 17524.12s]  Maybe like later this week or next week or something. I gotta play Popeye. Is it just donkey kong?
[17527.61s -> 17529.61s]  Maybe do it after the burger tomorrow. Um
[17531.64s -> 17537.84s]  Okay, he just throws bottles at you. Um, mate, we'll see I can't punch
[17537.92s -> 17542.40s]  Uh the guy I can't punch him in the face. What's the point of being Popeye if I can't punch guys in faces
[17542.72s -> 17568.12s]  I need spinach. I do oh if you collect the hearts and it's over here. It's just pac-man
[17572.56s -> 17574.43s]  Get back here
[17574.43s -> 17579.80s]  You didn't look up the stairs
[17579.80s -> 17581.40s]  He didn't know where to go
[17581.40s -> 17586.75s]  How holy shit? I just got the ultimate bonus. I can't I didn't know what I was doing
[17587.31s -> 17602.78s]  What happened? I've been having fun with this though. It's like this. It's just like a it's just a
[17603.34s -> 17609.07s]  Jakutery board. I love it. All right, let's do a few more. What do you think? Where should we go?
[17613.37s -> 17622.76s]  We gotta do spy versus spy. We looked at that five hours ago mario 7
[17623.32s -> 17625.00s]  Didn't I already do mario 7?
[17625.00s -> 17631.79s]  Training bag anyone the others bag papers key passport and money
[17633.20s -> 17656.65s]  Um, um, no, I don't know what's going on. I think I thought that was funny. I guess
[17657.21s -> 17682.78s]  I'm gonna put a bomb in the dresser. That was funny that I moved to the I put a bomb in the painting
[17683.98s -> 17692.17s]  When he goes to the painting now, he's gonna get exploded. I have the bombs
[17700.94s -> 17712.60s]  I really don't have really any idea what's going on. But that was fun. Hmm. How about
[17715.96s -> 17717.80s]  Scoot squoon
[17717.80s -> 17723.77s]  How about just mario? I mean
[17725.95s -> 17727.95s]  This looks like mario
[17728.86s -> 17730.86s]  It is mario. Yeah. Okay, so this is
[17731.66s -> 17733.66s]  Just mar but it's not though. It's off
[17734.38s -> 17737.13s]  The colors are wrong
[17741.10s -> 17749.12s]  What's the it's gonna be a big kicker here somewhere at the end. Oh, it's just mario
[17753.53s -> 17759.15s]  Sound is a little weird, too
[17759.15s -> 17761.95s]  It's got a purple background. It's got a nice batman background
[17765.77s -> 17768.41s]  Yeah, it looks really like it looks really frosty too
[17775.58s -> 17778.43s]  DMCA
[17778.43s -> 17780.43s]  Okay. What's the okay? Hold on a minute here
[17780.51s -> 17783.10s]  What's the legality here?
[17783.10s -> 17785.63s]  We're getting lawyers in chat
[17785.63s -> 17790.03s]  So I bought this this was a a console that I purchased and i'm streaming it on twitch
[17791.92s -> 17796.19s]  I technically bought this and it was sold to me
[17796.91s -> 17807.47s]  And i'm playing this console that I purchased on stream, but it's super mario brothers, which is definitely not licensed by nintendo
[17807.79s -> 17822.00s]  I have no idea
[17822.00s -> 17823.68s]  What's the legality?
[17823.68s -> 17829.18s]  This is the fbi you're in deep shit
[17833.88s -> 17836.60s]  It's just mario brothers one. It's just super mario brothers
[17840.51s -> 17842.51s]  You're gonna get the electric chair
[17847.40s -> 17849.72s]  Yeah, i'm sitting in the electric chair of like god, dude
[17850.28s -> 17852.28s]  No, i'm sorry. I'm sorry everybody
[17852.44s -> 17856.20s]  I didn't mean to stream super mario brothers on the bootleg family computer system
[17856.76s -> 17860.08s]  Tell everybody tell my mother I love them
[17861.23s -> 17863.23s]  Phone rings the governor calls
[17863.87s -> 17869.26s]  Ended up letting me go because the governor's favorite video is the spi video
[17876.83s -> 17887.36s]  Thank god, I was a big fan of that spi nest video give me laugh
[17893.16s -> 17897.87s]  You get to live as long as you make the spi nest free
[17899.69s -> 17902.97s]  After auto's big adventure three on the main channel
[17904.41s -> 17906.41s]  He slams the fucking phone down
[17909.02s -> 17916.25s]  And I had look I look over at the executioner and I go flip the fucking thing and he goes
[17931.37s -> 17933.37s]  Stop playing bad mario
[17933.85s -> 17935.85s]  It does look so bad
[17936.96s -> 17942.00s]  I'm looking at the preview because mine's what I get through the feed is a little different. It looks really bad for you guys
[17943.23s -> 17946.19s]  Okay, b wings. All right b wings b wings. I'm just playing mario brothers
[17946.19s -> 17954.48s]  Yeah, let's do something about b wings. You got a number turn off the upscaler. Um, that's that's definitely not the problem
[17954.64s -> 17961.39s]  It just looks horrible mario 7 mario. All right, mario 7. Let's mario 7. Give me we got a number for mario 7
[17961.71s -> 17990.92s]  What about mario brothers? Uh, we all know this one mario 7 is 66. It's a dead fox. He's naked
[17996.60s -> 17997.88s]  Um, okay
[17997.88s -> 18015.72s]  Okay, this is uh, is this still america? Am I actually naked?
[18018.22s -> 18021.74s]  No, why are they disintegrating?
[18022.46s -> 18030.91s]  They're crumbling
[18030.91s -> 18041.36s]  They just disappear. What am I shooting them with? I'm trying to get better aerodynamics by jumping like this
[18042.08s -> 18044.89s]  I saw this on some fucking youtube video
[18048.35s -> 18071.15s]  Oh, i'm done with this one. Where is mario 7 air wolf power blade?
[18072.52s -> 18074.52s]  bruce lee 2, uh
[18075.16s -> 18083.32s]  Three hundred something three thirty three. No, that's I can remember
[18085.77s -> 18090.57s]  3 3 4 no
[18090.59s -> 18099.08s]  Aladdin 3 this mickey mouse mystery friday the 13th. There's so many more to play. I have to play this again
[18101.18s -> 18103.18s]  3 3 4 3 3 4
[18105.68s -> 18132.27s]  Hakuto no ken. Oh I can move in what world does any video game go right to left?
[18132.91s -> 18147.77s]  What's that? What's that? What's that little guy?
[18154.01s -> 18158.65s]  The the building behind me looks like when you take an nes cartridge that's dirty
[18159.63s -> 18161.63s]  Put it in not far enough into the nes
[18164.56s -> 18167.36s]  And then turn any game on looks horrible
[18175.05s -> 18179.55s]  It's a good boomer jok. Okay. Thanks, man. Appreciate it. I got a lot of those
[18181.55s -> 18183.55s]  Okay, why did you want me to play this this game sucks?
[18187.29s -> 18191.93s]  That guy even come from he's a falling out of the sky now. Okay
[18194.70s -> 18196.70s]  This game gets good. Okay
[18196.86s -> 18198.78s]  I'll take your word for it here
[18198.78s -> 18203.00s]  And what should I eat tonight? What do you guys think?
[18204.16s -> 18209.76s]  Is this like a pizza like a cookie like I like to call that a cookie. So, you know
[18210.56s -> 18216.92s]  Oh meet a whopper tomorrow
[18216.92s -> 18218.36s]  real cheese now
[18218.36s -> 18227.02s]  How about pasta?
[18227.02s -> 18234.46s]  Hmm, how does this game get good? I feel like it's the same things going on here
[18236.00s -> 18238.00s]  What is there to get good here?
[18238.24s -> 18246.76s]  And how would you even know that you've never played this? I guarantee you've never played this nobody here's played this game. I guarantee it
[18247.48s -> 18250.68s]  How would you know?
[18250.68s -> 18263.80s]  All right, it got good. It got better
[18264.57s -> 18275.63s]  Got good. All right. Let me find mario 7 wherever that is
[18277.84s -> 18281.60s]  Mario 7 mario said i'm going i'm going for it. I'm not going to play anything else
[18282.24s -> 18284.24s]  Besides mario 7. I promise
[18285.16s -> 18294.08s]  10 yard fight though. Come on mario brothers
[18295.32s -> 18299.63s]  muscle
[18299.63s -> 18304.91s]  pac-man
[18304.91s -> 18306.91s]  Fruit pig. I remember fruit pig. It was awesome
[18308.84s -> 18311.90s]  mag max root 16
[18313.98s -> 18315.98s]  Tetris volleyball
[18320.54s -> 18321.76s]  I don't know
[18321.84s -> 18335.20s]  Three where's it 388 that's not it lima shindian. No, it's not it 278
[18338.72s -> 18344.01s]  Reads that's not it either. That's not but there is no mario 7 you guys are liars. There's no mario 7
[18345.37s -> 18359.45s]  Now i'm gonna punish you with fruit gift. I already lost some I don't know how I did but I already lost
[18370.04s -> 18374.96s]  um, oh
[18374.96s -> 18396.16s]  I understand. Okay. Remember you only read a thousand dollar donations now. Oh, that would be horrible if that were true
[18398.33s -> 18400.36s]  No, the strawberry
[18400.44s -> 18406.97s]  Apple no, I keep going over them. I'm done. All right, let's do one more
[18407.69s -> 18411.45s]  What's the last one? We'll i'm gonna play this again. Don't worry. We'll see eventually we'll see all
[18412.40s -> 18414.40s]  At least maybe two-thirds of these
[18415.29s -> 18418.11s]  What's the last one?
[18418.11s -> 18422.75s]  Mystery. Oh, no, no, I won't do friday the 13th. You're right. We're doing two more
[18423.23s -> 18427.74s]  And then i'm just gonna spam it and then close my eyes and then open them and press a
[18428.76s -> 18430.76s]  All right, where's uh friday the 13th?
[18441.72s -> 18450.16s]  Yeah, it was way earlier than this one. No, that's mario 331
[18453.79s -> 18460.48s]  Alpha mission. No, no, no, no, no, no, it's alphabetical. Uh, it's not it's alphabetical for the first two pages
[18460.72s -> 18464.25s]  And then it does not this does not look alphabetical to me friday the 13th
[18472.51s -> 18476.75s]  Uh, I believe this is just the game. Yeah, it is
[18477.31s -> 18481.48s]  Crystal lake camp. I actually remember this game being really good
[18484.92s -> 18492.54s]  Use the torch to light the fireplace. Yeah, it's like maniac mansion, right? This game's awesome. Actually
[18499.47s -> 18522.94s]  Torch children fifth room and children. Yeah. Wait, can't jason be in these rooms and stuff
[18524.35s -> 18526.35s]  It's scary. This is a scary game
[18538.97s -> 18544.41s]  Purple jason, he might be I have the torch
[18545.05s -> 18549.61s]  There it is
[18549.61s -> 18551.61s]  Like the torch
[18551.61s -> 18553.13s]  All right. I lit it, right?
[18553.13s -> 18561.61s]  Now what tr?
[18561.61s -> 18567.95s]  change
[18567.95s -> 18573.66s]  change change
[18573.66s -> 18574.78s]  change
[18574.78s -> 18580.35s]  Why can't I change?
[18580.35s -> 18582.20s]  He's in the chimney
[18582.20s -> 18585.96s]  This is an insanely awful fucking game. What are you talking about? I just remember jason
[18591.13s -> 18595.74s]  How do I get out of here?
[18595.74s -> 18598.60s]  Change i'm pressing change and won't let me change
[18600.52s -> 18602.04s]  Start select
[18602.04s -> 18612.97s]  What happened at the door?
[18612.97s -> 18625.47s]  They weren't zombies
[18625.47s -> 18630.09s]  I ain't getting lost in another one of these i'm gonna just go find jason and throw cds at his head
[18640.49s -> 18645.28s]  Where is he this game was developed by atlas?
[18645.84s -> 18653.45s]  Is that jason right there?
[18653.45s -> 18658.65s]  Oh, I just got a knife. I thought he was hiding in the bush in the tree with a knife in his hand
[18663.77s -> 18665.77s]  So many hours wasted on this damn game
[18666.49s -> 18669.87s]  Where the hell is this?
[18669.87s -> 18671.55s]  Oh, I found the children
[18671.55s -> 18673.07s]  I saved the children
[18673.07s -> 18677.29s]  How do I save them cure take?
[18677.85s -> 18687.21s]  How do I take them? How do I help them?
[18688.65s -> 18692.06s]  I don't know. Good luck
[18692.06s -> 18694.06s]  That got scarier for no reason
[18694.14s -> 18707.76s]  I just want to find jason. I don't even I just want to see him
[18727.20s -> 18736.91s]  Purple jason, he better be i'm gonna be really pissed off 388 is a casino game. Let's check it out
[18738.36s -> 18741.32s]  Like this, okay. I lit it. So now what what the hell?
[18743.20s -> 18747.04s]  I did what you told me to do. I played your dumb little game now
[18747.76s -> 18759.39s]  What do I do now?
[18759.39s -> 18771.39s]  Keep going. Keep going. Keep going. You're stuck. I feel like I am
[18785.15s -> 18789.92s]  He's fucking purple
[18789.92s -> 18798.20s]  He's purple. I thought you guys were kidding. He actually is purple. All right, one more one more one
[18798.20s -> 18800.44s]  What was it? What was it? There's gonna be something
[18807.22s -> 18817.69s]  388 okay, fine. Fine. Fine. Fine. Fine. Fine. Free it. Leave my shin dian. Oh boy
[18818.01s -> 18820.01s]  It's like you're wrecking mario together
[18823.77s -> 18834.91s]  What the hell is going on what I land on you win I didn't bet anything I win zero
[18837.16s -> 18852.70s]  What wait, hold on going all in on cherry. What's even what's going on with his teeth?
[18853.02s -> 18867.53s]  All right, all in on cherry. Let's go. All right, let's go cherry. I I did it
